Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Finbert Compound,Title,Date
2015-10-08,525.914957541411,527.1716123346902,519.7766481661737,523.498291015625,1940954,0.0,0.0,0.06615566478462563,"['NCDEX ties up with Kotak Mahindra Bank, others for pledge finance']",2015-10-08
2015-10-09,529.2500225619065,529.2500225619065,522.0966653233654,524.9725341796875,1721614,0.0,0.0,0.04289804200596232,"['NCDEX ties up with Kotak Mahindra Bank, others for pledge finance']",2015-10-09
2015-10-12,525.7215939151899,529.4916171629801,520.9366415630697,522.2658081054688,1108670,0.0,0.0,-0.5603981625774835,['Sensex firms may see weak Q2'],2015-10-12
2015-10-13,519.84914757407,523.0391355119605,518.7132671335005,520.2357788085938,911826,0.0,0.0,-0.8017166444108619,['Sensex firms may see weak Q2'],2015-10-13
2015-10-14,516.5866341384003,525.1416096086188,515.7408008969691,524.2957763671875,1374574,0.0,0.0,-0.8982440371442133,['Sensex firms may see weak Q2'],2015-10-14
2015-10-15,524.7549906616362,529.9750144037674,522.4833475334907,524.005859375,1962976,0.0,0.0,-0.9368549942375539,['Sensex firms may see weak Q2'],2015-10-15
2015-10-16,526.8332728557938,532.3916055510613,524.416606466547,531.6907958984375,2421844,0.0,0.0,0.1699292740463686,['Sensex caps third weekly gain as banks rise in late trade'],2015-10-16
2015-10-19,531.6666422036792,532.6816303568474,528.9116659307014,530.6033325195312,1327110,0.0,0.0,0.6126429813599377,['Sensex caps third weekly gain as banks rise in late trade'],2015-10-19
2015-10-20,530.6999204296465,533.0682652080128,527.4132306555083,529.2015991210938,1925678,0.0,0.0,0.7897284642853653,['Sensex caps third weekly gain as banks rise in late trade'],2015-10-20
2015-10-21,531.1350118001302,533.5999999999999,524.4166666666666,529.25,3636602,0.0,0.0,0.24632207749653123,"['Reliance MF buys Goldman AMC' 'After swinging, markets flat']",2015-10-21
2015-10-23,531.4007734109622,538.2882729401904,529.7332971251974,535.7749633789062,2233524,0.0,0.0,0.028959522780997615,"['Reliance MF buys Goldman AMC' 'After swinging, markets flat']",2015-10-23
2015-10-26,538.409138951405,538.5299722838148,530.2166626142796,532.3916625976562,2443992,0.0,0.0,0.23022836849579137,['NSE: ETF assets can touch Rs 1 lakh cr soon'],2015-10-26
2015-10-27,529.5158428888412,538.4333190520557,529.5158428888412,536.9349975585938,4492016,0.0,0.0,0.029707796992814235,"['IndiGo IPO off to strong start, subscribed 80%'
 ""HDFC to raise $750 million via 'masala' bonds""]",2015-10-27
2015-10-28,534.1074386468971,543.2665802564806,534.1074386468971,537.2249145507812,3847380,0.0,0.0,-0.42207811898362413,"['Why Axis Bank shares fell over 7% today'
 'Axis Bank slips 7%; hits one-month low']",2015-10-28
2015-10-29,536.499922236939,538.6749219216833,531.6665896041739,533.3824462890625,3351184,0.0,0.0,-0.6027924853741995,"['Why Axis Bank shares fell over 7% today'
 'Axis Bank slips 7%; hits one-month low']",2015-10-29
2015-10-30,532.633278281797,537.4666111155701,527.050755258531,531.4732666015625,4048730,0.0,0.0,-0.6750782319304296,"['Why Axis Bank shares fell over 7% today'
 'Axis Bank slips 7%; hits one-month low']",2015-10-30
2015-11-02,529.274159412642,529.6849809218961,520.308303001717,523.498291015625,1578276,0.0,0.0,-0.7039925305529217,"['Why Axis Bank shares fell over 7% today'
 'Axis Bank slips 7%; hits one-month low']",2015-11-02
2015-11-03,527.2924784455902,527.8000020478198,521.6133117568888,524.3683471679688,1274296,0.0,0.0,-0.7155582500019184,"['Why Axis Bank shares fell over 7% today'
 'Axis Bank slips 7%; hits one-month low']",2015-11-03
2015-11-04,526.8575359015229,530.7483339253093,521.154178834765,522.8216552734375,1348222,0.0,0.0,-0.7201845377815173,"['Why Axis Bank shares fell over 7% today'
 'Axis Bank slips 7%; hits one-month low']",2015-11-04
2015-11-05,521.2748801142556,523.449879614037,516.924881114693,521.9273681640625,1798476,0.0,0.0,0.23339977740715318,['Diwali picks: 6 brokerages recommend top stocks for Samvat 2072'],2015-11-05
2015-11-06,522.3382954941726,526.3499856517413,519.7041524995728,522.4349975585938,2940502,0.0,0.0,0.6148335034826213,['Diwali picks: 6 brokerages recommend top stocks for Samvat 2072'],2015-11-06
2015-11-09,511.36656963407114,516.9974136990734,507.9832369427304,514.6532592773438,5714716,0.0,0.0,0.7674069939128086,['Diwali picks: 6 brokerages recommend top stocks for Samvat 2072'],2015-11-09
2015-11-10,512.3574683847382,514.7499445266465,508.6840882467554,509.7232666015625,2201290,0.0,0.0,0.8284363900848836,['Diwali picks: 6 brokerages recommend top stocks for Samvat 2072'],2015-11-10
2015-11-13,507.20996918314046,509.9166238222573,503.14995772414204,508.4908142089844,1970014,0.0,0.0,-0.24780260266448612,['Rate sensitive stocks reel under pressure'],2015-11-13
2015-11-16,506.89577702224597,514.7499428163928,505.20411054350666,512.7924194335938,2367366,0.0,0.0,-0.5041510174337449,"[""Concerned about Modi govt's lack of urgency in addressing banking sector issues: Chris Wood""]",2015-11-16
2015-11-17,513.9283650907936,514.1700317612961,508.07998446411244,512.7200317382812,1283702,0.0,0.0,0.30554851683573236,['Apar Industries extends gain on fund buying'],2015-11-17
2015-11-18,513.1549887592712,515.1608339410462,505.71170244718434,506.8233337402344,1223360,0.0,0.0,0.6294283305435233,['Apar Industries extends gain on fund buying'],2015-11-18
2015-11-19,509.9166044171659,517.625746542457,507.3065929356602,516.6349487304688,1638840,0.0,0.0,-0.2413714097011545,"['Markets rebound on Fed minutes, reforms push']",2015-11-19
2015-11-20,514.7016440723814,522.1207984431404,512.3332990971801,517.5774536132812,2324080,0.0,0.0,-0.5896913057990256,"['Markets rebound on Fed minutes, reforms push']",2015-11-20
2015-11-23,519.0999836025816,519.8249835796802,511.8741740977587,515.2575073242188,1704140,0.0,0.0,-0.7290192642381741,"['Markets rebound on Fed minutes, reforms push']",2015-11-23
2015-11-24,514.8708027899492,518.858302553401,513.3482910801381,514.435791015625,2001126,0.0,0.0,-0.5484630580113214,"['Domestic brokers eye realty advisory biz to shore up revenues'
 'Sensex loses back to back, down 44 points']",2015-11-24
2015-11-26,511.8498946979294,515.7165605691131,508.0315503500079,514.2423706054688,4395742,0.0,0.0,-0.4762405755205803,"['Domestic brokers eye realty advisory biz to shore up revenues'
 'Sensex loses back to back, down 44 points']",2015-11-26
2015-11-27,514.6774380228554,523.0632587385068,512.7924264064991,521.7099609375,3462536,0.0,0.0,-0.44735158252428386,"['Domestic brokers eye realty advisory biz to shore up revenues'
 'Sensex loses back to back, down 44 points']",2015-11-27
2015-11-30,521.6133464034349,522.4833700648595,517.0216794139658,520.9125366210938,2623888,0.0,0.0,-0.5881680206168112,['Balanced funds gain currency'],2015-11-30
2015-12-01,520.5742024068935,524.368357361911,518.8583454332854,523.4500122070312,947666,0.0,0.0,-0.8136845837442443,['Banking shares mixed as RBI keeps rates unchanged'],2015-12-01
2015-12-02,526.8332880675765,528.138264355192,518.0607770211844,520.9366455078125,1281142,0.0,0.0,-0.871115751978094,"['Sensex snaps 4-day bull run, sheds 52 pts as banks weigh']",2015-12-02
2015-12-03,518.3749716293515,522.483304737836,515.8616620338321,520.4291381835938,1903856,0.0,0.0,-0.8940882192716338,"['Sensex snaps 4-day bull run, sheds 52 pts as banks weigh']",2015-12-03
2015-12-04,518.90658060758,518.90658060758,510.3999269584019,511.8016052246094,2929914,0.0,0.0,-0.9032772061890497,"['Sensex snaps 4-day bull run, sheds 52 pts as banks weigh']",2015-12-04
2015-12-07,516.2965284635775,517.6982066192426,512.8648743587686,513.2756958007812,2907404,0.0,0.0,-0.9368263235133344,['Sensex falls for fourth session'],2015-12-07
2015-12-08,512.816679010398,513.2516908209992,506.0500121808546,507.13751220703125,2451330,0.0,0.0,-0.9537418102400086,"['Sensex hits 3-month low on commodities slide, GST worries']",2015-12-08
2015-12-09,506.09830119494876,510.8833128027867,505.0108012386514,506.2674560546875,1945308,0.0,0.0,-0.9605080049306782,"['Sensex hits 3-month low on commodities slide, GST worries']",2015-12-09
2015-12-10,505.0833634020396,513.8800069921291,503.77838692461194,512.6233520507812,3257170,0.0,0.0,-0.9632144828069461,"['Sensex hits 3-month low on commodities slide, GST worries']",2015-12-10
2015-12-11,512.3333518827482,512.6233400931171,503.63335156775804,505.73583984375,1516960,0.0,0.0,-0.9609773586214881,"['Sensex hits 3-month low; slips below 24,000 in intra-day']",2015-12-11
2015-12-14,503.14990966646883,512.2607295639516,502.7148979444389,509.9407653808594,2939008,0.0,0.0,-0.960082508947305,"['Sensex hits 3-month low; slips below 24,000 in intra-day']",2015-12-14
2015-12-15,508.9500283096674,513.5175049634668,505.22838503624973,512.0675048828125,2278708,0.0,0.0,-0.9597245690776317,"['Sensex hits 3-month low; slips below 24,000 in intra-day']",2015-12-15
2015-12-16,513.7833373859501,518.7858256252784,512.0191589052378,515.8616943359375,3421384,0.0,0.0,-0.9595813931297624,"['Sensex hits 3-month low; slips below 24,000 in intra-day']",2015-12-16
2015-12-17,519.0516339707873,523.933288418841,514.7499558727544,522.1207885742188,2439006,0.0,0.0,0.09458493652358191,['TD Power Systems extends gain on Reliance Mutual Fund stake buy'],2015-12-17
2015-12-18,524.4166378650505,524.4166378650505,516.4416383030474,518.6166381835938,1586064,0.0,0.0,-0.530903674283715,['HDFC dips on proposed stake sale in insurance arm'],2015-12-18
2015-12-21,518.0124330892041,521.951611047184,516.7074568580261,519.776611328125,1548750,0.0,0.0,-0.7810991186066337,['HDFC dips on proposed stake sale in insurance arm'],2015-12-21
2015-12-22,519.3416010710642,520.3082676156357,514.2666017120636,515.4507446289062,1214768,0.0,0.0,-0.37371738006825717,['Sebi brings in caveat on stock exchange listing'],2015-12-22
2015-12-23,518.4233154382111,521.0091369410134,516.7558390580757,519.1483154296875,1506984,0.0,0.0,-0.21076468465290654,['Sebi brings in caveat on stock exchange listing'],2015-12-23
2015-12-24,520.1632852690013,520.2599873315106,516.3449993157687,519.0999755859375,1073176,0.0,0.0,-0.6613252339638757,"['Sensex ends weaker, sees low volume']",2015-12-24
2015-12-28,519.1000649077512,521.9517437311191,516.0792311966959,520.6708984375,3877714,0.0,0.0,-0.8415494536882633,"['Sensex ends weaker, sees low volume']",2015-12-28
2015-12-29,521.4924275263173,521.9274392856789,517.7949750733574,521.0090942382812,2115806,0.0,0.0,-0.1384198059847353,['Sensex climbs for 2nd day on global cues'],2015-12-29
2015-12-30,521.9999713658035,522.9424477138438,518.3991618302522,519.2449951171875,1056280,0.0,0.0,0.4026128435672165,['HDFC gains as Standard Life to hike stake in insurance JV'],2015-12-30
2015-12-31,519.583400028404,524.3684124427508,519.583400028404,523.0392456054688,4645004,0.0,0.0,-0.24625258035298822,"['Investors richer by Rs 2 lakh cr in 2015 despite weak markets'
 '2015: A turbulent year for Indian stock markets'
 'Top stock picks from brokerages for 2016']",2015-12-31
2016-01-01,523.1599713473452,526.9541259205026,520.1391382475945,526.2291259765625,1597538,0.0,0.0,-0.6775768832463489,['HDFC dips on lower profit on sale of investments'],2016-01-01
2016-01-04,523.9333250926845,523.9333250926845,516.2483134134275,517.4083251953125,2593768,0.0,0.0,-0.8501066044036931,['HDFC dips on lower profit on sale of investments'],2016-01-04
2016-01-05,517.263250299251,519.4866305776376,512.9857625908668,513.4932861328125,1580436,0.0,0.0,-0.9191184928666308,['HDFC dips on lower profit on sale of investments'],2016-01-05
2016-01-06,510.71426509380575,520.4292549415255,510.71426509380575,515.7650756835938,2082768,0.0,0.0,-0.946723248251806,['HDFC dips on lower profit on sale of investments'],2016-01-06
2016-01-07,512.381685496801,514.7017092357528,507.3550067295083,510.4966735839844,3027714,0.0,0.0,-0.9563037220020216,['Investors lose Rs 2.4 lakh crore as Sensex slumps 555 points'],2016-01-07
2016-01-08,513.2757710920296,514.5082945995017,511.00412819663984,513.4691162109375,1744178,0.0,0.0,-0.9601359115021078,['Investors lose Rs 2.4 lakh crore as Sensex slumps 555 points'],2016-01-08
2016-01-11,508.49093983219143,512.8167502704955,505.22843930031036,511.65673828125,1644456,0.0,0.0,-0.9616687873021423,['Investors lose Rs 2.4 lakh crore as Sensex slumps 555 points'],2016-01-11
2016-01-12,514.2183223915823,514.2183223915823,504.3583110275221,506.0257873535156,2129368,0.0,0.0,-0.9304109223230445,"['Housing fin companies fall after Sebi tightens MF norms'
 'Financials, capital goods push Sensex 5,000 points lower since Jan 2015']",2016-01-12
2016-01-13,508.4667050250963,513.6625387504002,501.2167044781605,512.4058837890625,2257574,0.0,0.0,-0.7538575097190843,"['Sensex snaps losing streak, closes 172 pts higher after late rally'
 'Infosys in focus ahead of Q3 results']",2016-01-13
2016-01-14,507.57243445947154,511.0766005921957,502.42492344368634,507.37908935546875,3139592,0.0,0.0,0.24726111496915398,['Redington (India) surges on HDFC MF buying'],2016-01-14
2016-01-15,506.53335993036666,510.13416985251075,501.7483478789852,503.70587158203125,2708630,0.0,0.0,0.49133549205633,['MindTree nears 52-week high'],2016-01-15
2016-01-18,500.56417435891484,503.3674722688523,493.4833292835603,495.8274841308594,3247694,0.0,0.0,-0.04823349809776942,['Seize gains in HDFC MF front-running case: Sebi'],2016-01-18
2016-01-19,496.47994411793155,501.4824909931799,496.0449913467336,500.63665771484375,3202606,0.0,0.0,-0.2640610941594092,['Seize gains in HDFC MF front-running case: Sebi'],2016-01-19
2016-01-20,495.4166533553722,535.5333189441487,487.15166537757347,492.1783142089844,4781794,0.0,0.0,-0.0008540991284548549,['Foreigners rush out but locals fill in'],2016-01-20
2016-01-21,493.48331505858414,499.40414817265633,489.809993661412,494.4499816894531,3150402,0.0,0.0,0.10442869888392689,['Foreigners rush out but locals fill in'],2016-01-21
2016-01-22,495.75498247600416,504.7208395194887,493.9908334879103,497.9783630371094,2118142,0.0,0.0,0.1465418180888796,['Foreigners rush out but locals fill in'],2016-01-22
2016-01-25,502.64246827109895,505.9049682183384,499.30751552555205,503.2225036621094,5071942,0.0,0.0,0.5783047821547946,"['Sensex pares early gains, rises for 2nd session']",2016-01-25
2016-01-27,506.7507788383183,506.8716121642849,499.28330289384365,500.56414794921875,2019734,0.0,0.0,0.18877530530795897,['Dividend paying stocks are good in volatile markets'],2016-01-27
2016-01-28,502.1832944042171,506.00163924168356,497.8332947414279,498.6549377441406,4975986,0.0,0.0,0.032963514569224694,['Dividend paying stocks are good in volatile markets'],2016-01-28
2016-01-29,500.3466149807975,509.89244777830123,500.3466149807975,507.4274597167969,2680092,0.0,0.0,-0.029361201726269014,['Dividend paying stocks are good in volatile markets'],2016-01-29
2016-02-01,511.3666910404134,515.7166912477514,509.288334007757,512.2125244140625,2304742,0.0,0.0,-0.0542910882444665,['Dividend paying stocks are good in volatile markets'],2016-02-01
2016-02-02,514.7500102806413,514.8708436163879,507.5966532041799,509.3367004394531,3264314,0.0,0.0,-0.0642630428517455,['Dividend paying stocks are good in volatile markets'],2016-02-02
2016-02-03,504.8416442731732,508.17665592537077,503.63331099343844,504.5274658203125,2425122,0.0,0.0,-0.0682518246946571,['Dividend paying stocks are good in volatile markets'],2016-02-03
2016-02-04,506.5333658481875,509.8683778623952,505.34922270576993,507.11334228515625,2837996,0.0,0.0,-0.06984733743182173,['Dividend paying stocks are good in volatile markets'],2016-02-04
2016-02-05,508.8533021294867,514.1699682235421,505.3732671039,510.0374450683594,3761952,0.0,0.0,0.06181124597952227,['Mahindra AMC gets Sebi nod for mutual fund business'],2016-02-05
2016-02-08,509.9166418012551,511.36664173054777,497.9783326503381,500.6607971191406,1740962,0.0,0.0,-0.5475373711430412,['Precision Camshafts slips 6% on debut'],2016-02-08
2016-02-09,496.2383138046606,498.5825276910822,493.31418251439237,495.9241943359375,2767730,0.0,0.0,-0.16905930176351,"['FPIs trim stake in 30 Nifty stocks in Q3'
 'Lupin extends gain post Q3 results']",2016-02-09
2016-02-10,494.8849737549125,497.90580685601356,488.2149506674227,489.59246826171875,3841140,0.0,0.0,-0.22209879645694702,['MSCI underperforms Sensex by 1.5% over 5 yrs: Morgan'],2016-02-10
2016-02-11,488.16666139944044,489.6166613837952,467.9633341841623,471.3949890136719,4401800,0.0,0.0,-0.6626816721878525,"['Market crash wipes out Rs 3-lakh crore of investor wealth'
 '5 reasons why Sensex slipped over 800 points' 'HDFC nears 52-week low']",2016-02-11
2016-02-12,473.18330052657114,476.7841395103161,466.8999676288741,469.5099792480469,6271072,0.0,0.0,-0.8208853976526687,"['Wait for stability, experts tell investors']",2016-02-12
2016-02-15,473.6666482357542,477.65414808059603,469.3649699363406,470.57330322265625,5456480,0.0,0.0,-0.8841668878385952,"['Wait for stability, experts tell investors']",2016-02-15
2016-02-16,474.391682051639,474.63334872614314,464.96668174597727,470.5008544921875,3568048,0.0,0.0,-0.9094794839129658,"['Wait for stability, experts tell investors']",2016-02-16
2016-02-17,472.1683267853527,473.61832672900675,463.5166486547536,471.20166015625,3751962,0.0,0.0,-0.9196045223427141,"['Wait for stability, experts tell investors']",2016-02-17
2016-02-18,476.566685927074,479.1041860296269,472.21668575126904,478.23419189453125,3399928,0.0,0.0,-0.9236545377146134,"['Wait for stability, experts tell investors']",2016-02-18
2016-02-19,477.8957936825374,479.756615061349,470.5249609607587,478.16162109375,1664330,0.0,0.0,-0.9252745438633732,"['Wait for stability, experts tell investors']",2016-02-19
2016-02-22,475.11664643992964,481.399979505768,475.11664643992964,477.89581298828125,2001198,0.0,0.0,0.19304576686448366,"['Marico, Pidilite Industries hit lifetime high']",2016-02-22
2016-02-23,476.03496945429526,476.324957628369,466.8999584667727,468.8574523925781,3039160,0.0,0.0,-0.3965536035304704,"['S&P puts HDFC Bank, ICICI Bank Bahrain bonds under CreditWatch'
 'HDFC hits 15-month low on heavy volumes']",2016-02-23
2016-02-24,464.00000617036136,465.401684655798,457.42668454974495,458.97332763671875,3231734,0.0,0.0,-0.733196228954412,"['Sensex gets Budget blues, sheds 320 points'
 'ITC, HDFC, Cipla, ICICI Bank, BHEL hit 52-week low']",2016-02-24
2016-02-25,461.09998764599,462.6708209372368,453.4633270839935,455.6141662597656,4231598,0.0,0.0,-0.8722347871316343,['Nifty Bank index hits 52-week low'],2016-02-25
2016-02-26,459.16664052084013,469.31663994287976,456.7499739917831,464.4833068847656,3104694,0.0,0.0,-0.9278502104025232,['Nifty Bank index hits 52-week low'],2016-02-26
2016-02-29,464.53161462652093,474.9232803930104,448.5332944791711,469.7274475097656,4406376,0.0,0.0,-0.9498349920162518,"['ITC, Maruti Suzuki, TCS, Wipro, HDFC Bank, Cipla hit 52-week low']",2016-02-29
2016-03-01,471.2258130320767,476.9291401482258,469.72746208186004,475.6724853515625,2161280,0.0,0.0,0.07843144877755798,"['ITC races ahead of HDFC Bank, Infosys'
 'ITC becomes third most valued company; surpasses Infosys, HDFC Bank'
 'ITC, Infosys, ICICI Bank contribute 50% of over 750 point Sensex rally']",2016-03-01
2016-03-02,482.36662130843206,488.6016325222673,480.9166214447794,486.81329345703125,3179488,0.0,0.0,0.4897380250950819,"['ITC races ahead of HDFC Bank, Infosys'
 'ITC becomes third most valued company; surpasses Infosys, HDFC Bank'
 'ITC, Infosys, ICICI Bank contribute 50% of over 750 point Sensex rally']",2016-03-02
2016-03-03,488.5291221322609,492.99995505803224,488.1666221653065,490.9941101074219,2305200,0.0,0.0,0.6542606556220916,"['ITC races ahead of HDFC Bank, Infosys'
 'ITC becomes third most valued company; surpasses Infosys, HDFC Bank'
 'ITC, Infosys, ICICI Bank contribute 50% of over 750 point Sensex rally']",2016-03-03
2016-03-04,490.8008200021854,495.36832572328035,479.99830272526873,493.26580810546875,2852312,0.0,0.0,0.7200697078328954,"['ITC races ahead of HDFC Bank, Infosys'
 'ITC becomes third most valued company; surpasses Infosys, HDFC Bank'
 'ITC, Infosys, ICICI Bank contribute 50% of over 750 point Sensex rally']",2016-03-04
2016-03-08,494.9333066278828,494.9333066278828,487.92497367270283,490.1724853515625,956844,0.0,0.0,0.7463933287172169,"['ITC races ahead of HDFC Bank, Infosys'
 'ITC becomes third most valued company; surpasses Infosys, HDFC Bank'
 'ITC, Infosys, ICICI Bank contribute 50% of over 750 point Sensex rally']",2016-03-08
2016-03-09,489.61662041185144,497.7849647736393,486.59578736390074,495.3199768066406,3264086,0.0,0.0,0.7569227770709455,"['ITC races ahead of HDFC Bank, Infosys'
 'ITC becomes third most valued company; surpasses Infosys, HDFC Bank'
 'ITC, Infosys, ICICI Bank contribute 50% of over 750 point Sensex rally']",2016-03-09
2016-03-10,495.3200133923728,495.7791564493167,488.2149781384075,493.6041564941406,1335696,0.0,0.0,-0.2753357850837326,['Colgate-Palmolive hits over 17-month low'],2016-03-10
2016-03-11,492.9516280392667,498.21997263379376,489.61661658029857,497.2049255371094,2365428,0.0,0.0,-0.6882392099456038,['Colgate-Palmolive hits over 17-month low'],2016-03-11
2016-03-14,496.8666463127057,501.67578918210717,495.5374797004879,496.649169921875,1504328,0.0,0.0,-0.8534005798903523,['Colgate-Palmolive hits over 17-month low'],2016-03-14
2016-03-15,496.8183166170977,499.4766497978481,493.7974834571541,496.23828125,3845018,0.0,0.0,-0.29694950645943163,['HealthCare Global raises Rs 292 cr from anchor investors'],2016-03-15
2016-03-16,496.38327453021674,499.8874407817689,492.49244755786805,498.0507507324219,2401774,0.0,0.0,-0.6981811637810058,"['Nifty holds 7,400 amid weak trades; Bajaj Auto dips 2%']",2016-03-16
2016-03-17,500.2257849222597,502.1833084254285,488.7224875598717,492.2266540527344,2556742,0.0,0.0,-0.23075887692371752,"['Dubai Gold bourse plans to set up shop at GIFT-IFSC'
 'DGCX plans to set up shop at GIFT-IFSC']",2016-03-17
2016-03-18,494.4258250673351,498.79998570861017,490.7524741390536,497.05999755859375,2067534,0.0,0.0,-0.043789962180802215,"['Dubai Gold bourse plans to set up shop at GIFT-IFSC'
 'DGCX plans to set up shop at GIFT-IFSC']",2016-03-18
2016-03-21,499.2833031835065,506.21912429788165,498.9208032053965,505.373291015625,2659398,0.0,0.0,0.5161080413069927,"['Financials, IT contributes more than half of nearly 2,300 point Sensex rally']",2016-03-21
2016-03-22,505.80829090670267,510.68994536377147,503.00493420825137,509.36077880859375,2060132,0.0,0.0,0.7400672427021107,"['Financials, IT contributes more than half of nearly 2,300 point Sensex rally']",2016-03-22
2016-03-23,508.97415964174206,508.97415964174206,502.9324933386049,507.185791015625,4232150,0.0,0.0,0.8296509232601579,"['Financials, IT contributes more than half of nearly 2,300 point Sensex rally']",2016-03-23
2016-03-28,505.083231850854,508.9498977406213,503.46407730964177,506.29156494140625,5635434,0.0,0.0,0.8654843954833767,"['Financials, IT contributes more than half of nearly 2,300 point Sensex rally']",2016-03-28
2016-03-29,506.2916767783772,512.0916768942154,504.72084341367105,509.3367004394531,3366976,0.0,0.0,0.8798177843726643,"['Financials, IT contributes more than half of nearly 2,300 point Sensex rally']",2016-03-29
2016-03-30,511.36656560527365,517.1182429353663,509.3849111303716,514.7257080078125,3907190,0.0,0.0,0.8980881246104626,['Banking shares gain; Nifty PSU Bank index up 4%'],2016-03-30
